time,set_alt,alt,airspeed,groundspeed,gcs_speed,set_speed,commanded_speed
290,320.744009813,316.19,18.1578140259,18.0756206512,12.99999988,10.0013800019,15.0
291,324.080077012,320.1,17.2985515594,17.0696105957,12.99999988,10.0618301459,15.0
292,327.415859699,324.55,16.6448326111,16.5101184845,12.99999988,10.0212198912,15.0
293,331.11691316,327.91,16.3006744385,16.2996921539,12.99999988,11.102490244,15.0
294,334.453856945,331.08,16.0675983429,16.1806049347,12.99999988,11.2248490965,15.0
295,337.796443303,334.03,16.0537281036,16.1299381256,12.99999988,11.3132698407,15.0
296,341.135543187,336.8,16.0223846436,16.067855835,12.99999988,11.3774026702,15.0
297,344.479570389,339.43,15.8512992859,16.036359787,12.99999988,11.4093151181,15.0
298,347.82409668,341.889,16.094625473,16.0029621124,12.99999988,11.4340076818,15.0
299,351.16111358,344.18,15.7680597305,15.986084938,12.99999988,11.4703030642,15.0
300,354.527069728,346.949,15.8047847748,15.9207277298,12.99999988,11.3595451873,15.0
301,357.860806783,349.02,15.6617612839,15.8791246414,18.58686172,19.6482097598,15.0
302,361.194753647,351.009,16.1448402405,16.0252914429,18.58686172,20.0988931151,20.09
303,364.534316858,351.5,17.2142105103,17.7255802155,18.58686172,22.0225871087,20.46
304,367.877883116,352.0,19.2574768066,19.6707420349,18.58686172,24.5303075991,22.32
305,371.234753132,353.259,20.4578418732,20.9606590271,18.58686172,26.194534941,23.89
306,374.569570223,355.68,21.7199192047,21.9331016541,18.58686172,25.7198396968,24.43
307,377.903076808,358.35,21.9713821411,22.188085556,18.58686172,25.3441730423,24.21
308,381.24903361,361.509,22.2722244263,22.340429306,18.58686172,25.0744159419,23.26
309,384.593153,364.53,22.2257976532,22.3955211639,18.58686172,24.8940044617,23.12
310,387.933197021,366.93,22.3000164032,22.6156253815,18.58686172,24.7667139462,23.01
311,391.27796332,369.78,22.256526947,22.5487632751,18.58686172,24.6768865587,22.92
312,394.616072973,372.84,22.2003231049,22.5849933624,18.58686172,24.5687312606,22.86
313,397.970996698,376.669,22.3684082031,22.4282531738,18.58686172,24.4687024227,22.77
314,401.305507024,380.91,22.1843929291,21.98777771,18.58686172,24.3592620353,22.7
315,404.640303453,384.77,22.2179222107,22.1104354858,18.58686172,24.2217655806,22.6
316,407.982013226,389.81,22.167257309,22.1868648529,18.58686172,23.4399714903,22.47
317,411.320450306,393.91,22.1205673218,22.0293998718,18.58686172,23.2640826739,21.87
318,414.683240255,398.009,21.7876434326,22.0040092468,18.58686172,23.0912092963,21.75
319,418.044439952,404.25,21.4360084534,20.9114246368,18.58686172,23.0116902746,21.64
320,421.404423714,414.46,19.5120849609,18.1236476898,18.58686172,22.6800095836,21.71
321,424.796202977,421.96,18.1484069824,16.6895046234,18.58686172,22.9739865379,21.9
322,428.456509908,428.349,16.8012657166,16.0854110718,14.49703192,14.2668090796,15.0
323,431.791603565,433.86,16.3168106079,15.925491333,14.49703192,14.5322902636,15.0
324,435.265127023,439.71,16.5290317535,16.2825107574,14.49703192,14.5648562571,15.0
325,438.982760111,444.599,16.402633667,16.1874160767,14.49703192,14.5894971824,15.0
326,442.394830386,450.41,16.2089977264,15.9490251541,14.49703192,14.5575631683,15.0
327,446.299540202,453.949,15.8513278961,15.8015089035,14.49703192,14.5542742605,15.0
328,449.676366647,457.229,15.5386514664,15.7755918503,14.49703192,14.5460426485,15.0
329,453.688999812,459.05,15.2918739319,15.6814050674,14.49703192,14.5438175896,15.0
330,457.027516365,461.47,15.6573047638,15.8033733368,14.49703192,14.5234606688,15.0
331,460.882879893,463.229,15.0772294998,15.4082632065,14.49703192,14.5205016351,15.0
332,464.252856572,465.62,14.9246559143,15.2226438522,14.49703192,14.4849227184,15.0
333,468.154133161,467.61,14.6164875031,14.9067926407,14.38899868,17.3857435428,15.75
334,471.504143079,468.919,15.1841087341,15.2940044403,14.38899868,21.2430998854,18.63
335,474.843813578,469.349,16.996509552,17.1937923431,14.38899868,26.2097126307,22.81
336,478.185500304,469.319,18.7836227417,19.3647346497,14.38899868,30.8775277542,27.28
337,481.534059842,469.66,21.0307941437,21.5244464874,14.38899868,32.7381686224,30.26
338,484.882539908,470.759,22.0626869202,22.6140880585,14.38899868,32.0985469875,29.66
339,488.387086391,472.52,22.6921463013,23.2051010132,14.38899868,30.2453962264,28.11
340,491.72492981,474.66,23.078754425,23.4684581757,14.38899868,28.2585178463,28.25
341,495.711979866,477.27,23.3707771301,23.8472213745,14.38899868,25.1436163729,26.35
342,499.086063703,479.84,23.4503498077,23.9216461182,14.38899868,22.4749608378,24.62
343,498.60735019,478.18,23.8924636841,24.2850589752,14.38899868,21.0239010407,23.02
344,496.914230188,472.639,25.9855766296,25.9690933228,14.38899868,19.5417583648,21.47
345,495.227018595,468.16,28.1115646362,28.5370368958,14.38899868,17.9412929979,19.73
346,493.558684985,465.25,27.7292823792,28.5640468597,14.38899868,15.9958627151,17.26
347,491.8176651,462.889,27.0774097443,27.5691013336,14.38899868,15.1802846043,15.58
348,489.951130152,459.99,26.956489563,27.222196579,14.38899868,14.6743434438,15.0
349,488.265145222,456.86,26.5713310242,27.1280288696,14.38899868,14.3994701625,15.0
350,486.456878583,455.169,26.6020832062,27.1715869904,14.38899868,14.322042178,15.0
351,484.739909967,454.65,26.1486721039,26.9495544434,14.38899868,14.1146224249,15.0
352,483.072608312,455.08,25.7512054443,26.5647907257,14.38899868,13.5620421603,15.0
353,481.400880019,455.25,25.8948535919,26.3622741699,14.38899868,13.3901784719,15.0
354,479.728946686,455.59,25.3539066315,26.2127685547,14.38899868,12.9498527539,15.0
355,478.060988585,456.61,25.2334938049,25.9157943726,14.38899868,12.5719999673,15.0
356,476.393285195,457.919,24.7382888794,25.1663131714,14.38899868,12.2835329596,15.0
357,474.72588857,458.86,23.831035614,24.348783493,14.38899868,11.7405296145,15.0
358,472.859678268,459.3,23.3099937439,23.9412212372,14.38899868,11.4479851494,15.0
359,471.122230291,459.849,22.9750518799,23.4703598022,14.38899868,10.6513226677,15.0
360,469.271283547,460.37,22.6254692078,22.9201221466,14.38899868,10.1114577987,15.0
361,467.592458328,461.349,21.6917533875,22.0650787354,14.38899868,8.99144973077,15.0
362,465.752625068,461.569,21.0629386902,21.519908905,14.38899868,9.84037710872,15.0
363,464.072100321,461.5,20.525062561,20.9533576965,14.38899868,9.27911726148,15.0
364,462.334266901,461.22,20.0938301086,20.4142894745,14.38899868,8.74955650113,15.0
365,460.660216808,460.5,19.4455490112,19.8577747345,14.38899868,7.68360645435,15.0
366,458.9567252,459.759,18.7766723633,19.3626422882,14.38899868,7.17553122537,15.0
367,457.283451955,458.9,18.3988742828,18.9300003052,14.38899868,6.72008384041,15.0
368,455.600805283,457.949,17.973526001,18.5706043243,14.38899868,6.28658624189,15.0
369,453.933910131,456.93,17.6378116608,18.11186409,14.38899868,5.91257429339,15.0
370,452.254626751,455.289,17.9082221985,18.1926422119,14.38899868,5.5059037776,15.0
371,450.58627526,453.37,18.0840263367,18.4719734192,14.38899868,4.47166227561,15.0
372,448.885888656,452.11,17.9203300476,18.3916988373,14.38899868,4.01760678759,15.0
373,447.129210234,450.919,17.8616962433,18.1924743652,14.38899868,3.61232863228,15.0
374,445.453180075,449.75,17.6138553619,18.0235958099,14.38899868,3.19213370939,15.0
375,443.733525276,448.59,17.4304199219,17.8264636993,14.38899868,2.80062082937,15.0
376,441.714526812,447.02,17.0340061188,17.5716590881,14.38899868,1.83227918998,15.0
377,440.046280225,445.16,17.2090778351,17.4370098114,14.38899868,1.07441984407,15.0
378,438.358225028,443.66,16.9514751434,17.3875026703,14.38899868,0.945498087272,15.0
379,436.652996937,442.37,16.9010982513,17.302904129,14.38899868,0.963521705159,15.0
380,434.985948404,441.319,16.9553718567,17.1485996246,14.38899868,1.105697187,15.0
381,433.30712835,440.34,16.6730861664,16.9513225555,14.38899868,1.31854387448,15.0
382,431.514526606,439.31,16.1211547852,16.6712322235,14.38899868,1.52587947808,15.0
383,429.842200279,437.8,16.0553016663,16.5045566559,14.38899868,2.37938419022,15.0
384,428.070331812,436.5,16.126783371,16.4614467621,15.56707544,1.3897005668,15.0
385,426.267128388,435.069,16.2285442352,16.438993454,15.56707544,1.4111066679,15.0
386,424.568691651,433.19,16.2015724182,16.5365657806,15.56707544,2.06611611813,15.0
387,422.812778552,431.91,16.3240890503,16.5279045105,15.56707544,2.11966721835,15.0
388,421.13384525,430.75,16.1162261963,16.4169330597,15.56707544,2.13358636449,15.0
389,419.329950015,429.56,15.8499774933,16.2706756592,15.56707544,2.14136647166,15.0
390,417.66067028,427.91,15.8274383545,16.2077140808,15.56707544,2.82133111659,15.0
391,415.876135031,426.55,16.118270874,16.2137775421,15.56707544,2.82057543762,15.0
392,413.963535229,425.21,15.9267730713,16.2039985657,15.56707544,0.958846919845,15.0
393,412.295128504,423.66,16.1019496918,16.2639846802,15.56707544,0.956508161288,15.0
394,410.621971687,421.69,16.0161170959,16.4567108154,15.56707544,1.05428295525,15.0
395,408.953075012,420.44,16.318403244,16.4495353699,15.56707544,1.06895776715,15.0
396,407.281143268,419.28,15.9880075455,16.3056697845,15.56707544,1.08396108235,15.0
397,405.612118642,418.039,15.9693775177,16.2046928406,15.56707544,1.08465343532,15.0
398,403.937036991,416.74,15.6893453598,16.1744651794,15.56707544,1.07006625383,15.0
399,402.258796692,415.36,15.9894523621,16.1833648682,15.56707544,1.06956050671,15.0
400,400.59134682,413.61,15.8604755402,16.2409973145,15.56707544,1.54988767296,15.0
401,398.918910027,412.58,15.8469085693,16.2407875061,15.56707544,1.07736886633,15.0
402,397.24775513,411.18,16.128704071,16.2600765228,15.56707544,1.07539780321,15.0
403,395.572080215,409.71,16.0321464539,16.3001499176,15.56707544,1.07804540794,15.0
404,393.891980251,408.28,15.8463916779,16.3502483368,15.56707544,1.08832212803,15.0
405,392.215330203,406.729,16.1498069763,16.4000473022,15.56707544,1.09826806192,15.0
406,390.507405202,405.229,16.1306552887,16.4803028107,15.56707544,1.10531268224,15.0
407,388.725990057,403.789,16.1477222443,16.5006809235,15.56707544,1.13197632156,15.0
408,386.894746621,401.889,16.2084293365,16.5520401001,15.56707544,1.69863369404,15.0
409,385.155861775,400.05,16.2330875397,16.6036891937,15.56707544,2.42653292179,15.0
410,383.246030013,398.169,16.2734355927,16.5944232941,15.56707544,3.17094470197,15.0
411,381.560560067,396.039,16.6257457733,16.776632309,15.56707544,4.0299052408,15.0
412,379.863176743,394.66,16.6387786865,16.8152580261,15.56707544,4.14533642614,15.0
413,378.175988595,393.03,16.2743587494,16.6451587677,15.56707544,4.98598578203,15.0
414,376.325336695,391.58,16.626209259,16.6587047577,15.56707544,5.04843655163,15.0
415,374.631225268,389.97,16.1471157074,16.5700759888,15.56707544,5.90303409198,15.0
416,372.954889933,388.58,16.1850013733,16.5167064667,15.56707544,5.952097135,15.0
417,371.2875851,387.06,16.3865756989,16.5266361237,15.56707544,5.97382159603,15.0
418,369.51429685,385.88,16.4300880432,16.5767097473,15.56707544,5.23748852071,15.0
419,367.807524999,384.3,16.470123291,16.6537666321,15.56707544,5.32382990648,15.0
420,366.138868332,382.28,16.5311012268,16.7615871429,15.56707544,6.22934525859,15.0
421,364.100785255,380.6,16.6248989105,16.8472690582,14.275821,18.8481681712,18.89
422,362.152910233,377.71,18.2510356903,18.3101634979,14.275821,23.2054958587,20.82
423,360.47894001,375.11,20.8751144409,21.0296096802,14.275821,23.821157286,21.74
424,358.798718452,373.19,21.7533168793,22.260307312,14.275821,23.0685197142,21.32
425,357.128366629,371.75,22.45545578,22.8695983887,14.275821,20.7486778645,19.3
426,355.458716949,371.05,21.9677009583,22.2895069122,14.275821,19.7807477973,18.36
427,353.789436817,371.729,20.1757469177,20.5505466461,14.275821,18.7342227053,17.34
428,352.118705114,371.87,19.1182785034,19.6032276154,14.275821,18.636586987,17.22
429,350.444926818,371.289,18.3998966217,18.7834205627,14.275821,18.659382932,17.22
430,348.772763411,370.069,18.1619186401,18.370010376,14.275821,18.7698045004,17.28
431,347.097165187,370.419,17.6100902557,17.9384422302,14.275821,18.8685619876,17.38
432,345.428870122,373.21,16.3939971924,16.3311042786,14.275821,19.6142117764,17.96
433,343.758651813,377.15,13.2361412048,13.0442819595,14.275821,20.2004763286,18.39
434,342.085963488,378.5,11.8024969101,11.6240825653,14.275821,21.0283864022,19.08
435,340.416278442,375.819,13.4297599792,13.2145528793,14.275821,21.7676150937,19.77
436,338.748333454,371.13,17.1292209625,16.9623641968,14.275821,22.0608592889,20.15
437,337.074863513,365.86,19.3129463196,18.7352294922,14.275821,21.8839334802,20.07
438,335.407278538,359.71,21.3750743866,21.425786972,14.275821,20.5228685094,18.96
439,333.736458619,356.949,21.4912490845,22.1032218933,14.275821,19.7800471307,18.32
440,332.064108451,355.11,21.2812137604,21.5984115601,14.275821,19.0866643069,17.7
441,330.391995112,352.52,20.8780441284,20.9967250824,14.275821,17.868327031,17.16
442,328.725399971,350.65,20.6149368286,20.8204956055,14.275821,17.9505271398,16.7
443,327.052661975,348.229,20.4263515472,20.7357692719,14.275821,17.4178804011,16.24
444,325.382503271,345.889,20.1426696777,20.5941009521,14.275821,16.9188908133,15.82
445,323.711785078,343.509,20.2168045044,20.4617938995,14.275821,16.447404708,15.42
446,322.042503357,340.56,20.2458782196,20.3783435822,14.275821,15.5136105684,15.04
447,320.365668535,338.289,19.9823265076,20.295545578,14.275821,15.1094707081,15.0
448,318.699008624,336.43,19.7676811218,20.0853404999,14.275821,14.741727845,15.0
449,317.030531963,334.6,19.372379303,19.8392047882,14.275821,14.4329621459,15.0
450,315.361468395,332.75,19.4311637878,19.592716217,14.275821,14.1561144347,15.0
451,313.687936862,330.83,19.2645950317,19.4052829742,14.275821,13.9289726372,15.0
452,312.01726675,328.979,19.0372371674,19.2757377625,14.275821,13.7092793628,15.0
453,310.349750121,327.15,18.6426696777,19.0497894287,14.275821,13.5388363918,15.0
454,308.679478566,324.949,18.8564682007,19.0409698486,14.275821,13.3961254267,15.0
455,307.006446918,322.6,18.9907684326,19.1246528625,14.275821,13.2727786646,15.0
456,305.328038534,319.889,19.0401077271,19.2104606628,14.275821,13.1113198395,15.0
457,303.661695321,317.88,19.0772380829,19.2107524872,14.275821,13.074524896,15.0
458,301.993171771,316.32,18.815196991,18.9939212799,14.275821,13.0691663538,15.0
459,300.321746667,314.759,18.2507743835,18.7343978882,14.275821,13.0621125917,15.0
460,302.702700297,313.09,18.5892658234,18.5867500305,14.275821,13.0382167584,15.0
461,306.037006378,311.47,18.2795848846,18.4470767975,14.275821,12.9995784232,15.0
462,309.37797308,309.99,18.1667041779,18.3389644623,14.275821,12.9632538672,15.0
463,312.719782988,309.8,18.3570480347,18.7707958221,14.275821,12.9055766653,15.0
464,316.078146299,311.62,18.4496574402,18.7261867523,14.275821,12.7188297351,15.0
465,319.411696593,313.96,18.2132492065,18.4464988708,14.275821,12.6280390944,15.0
466,322.756593227,316.57,18.0011882782,18.067483902,14.275821,12.526582877,15.0
467,326.10654672,319.56,18.0291137695,17.8614788055,14.275821,12.4267866401,15.0
468,329.44214344,322.75,17.7174129486,17.6216335297,14.275821,12.3275791213,15.0
469,332.781993548,326.0,17.4820747375,17.4637260437,14.275821,12.2353891701,15.0
470,336.1201636,329.22,17.3622817993,17.3333492279,14.275821,12.1441986664,15.0
471,339.470746517,332.389,17.2989139557,17.2569675446,14.275821,12.0555301588,15.0
472,342.813233534,335.5,17.1920661926,17.1311321259,14.275821,11.9846953251,15.0
473,346.156343619,338.509,16.9268245697,17.0488986969,14.275821,11.9355107547,15.0
474,349.4992431,341.43,16.6481056213,16.9914836884,20.36683796,28.7092590609,15.0
475,352.870206833,344.65,17.3010673523,17.4213809967,20.36683796,36.9543945142,30.76
476,356.470197042,345.53,18.9161224365,19.4044971466,20.36683796,46.77527386,35.0
477,360.42162021,346.88,20.9042816162,21.413230896,20.36683796,56.3666260484,35.0
478,363.802982966,349.13,22.4793052673,22.6167812347,20.36683796,59.9756678339,35.0
479,367.181689739,351.6,22.6015758514,23.0307826996,20.36683796,60.4871308874,35.0
480,370.871173541,354.55,22.9498596191,23.1146812439,20.36683796,59.724491838,35.0
481,374.249669711,357.47,22.8309173584,23.0799503326,20.36683796,58.9001866031,35.0
482,377.592542966,360.06,22.8592834473,23.159570694,20.36683796,58.1778255553,35.0
483,380.935119788,362.36,22.9597396851,23.3715763092,20.36683796,57.516093836,35.0
484,384.363140265,364.96,23.2361297607,23.7203559875,20.36683796,54.7131285886,35.0
485,387.741516431,366.75,23.7632904053,24.0420665741,20.36683796,53.8607108672,35.0
486,391.081296603,368.069,24.2082920074,24.6149082184,20.36683796,52.8384768959,35.0
487,394.625736872,369.11,24.931350708,25.3598594666,20.36683796,51.6000334032,35.0
488,397.969322999,370.18,25.6460533142,26.1106204987,20.36683796,50.1406740222,35.0
489,401.327702999,371.66,26.6046676636,26.9269104004,20.36683796,46.4180355559,35.0
490,404.721323649,373.1,27.0278167725,27.5648422241,20.36683796,44.6666107703,35.0
491,408.15221707,376.47,27.290184021,27.597869873,20.36683796,42.9248274275,35.0
492,411.537670294,380.919,26.8627090454,27.1543750763,20.36683796,41.3612929396,35.0
493,414.915470282,385.27,26.8333015442,26.9238071442,20.36683796,39.9373928947,35.0
494,418.275343577,389.139,26.7390193939,27.023557663,20.36683796,38.5592162933,35.0
495,421.623336474,393.53,27.136302948,27.4464302063,20.36683796,35.5393126816,35.0
496,425.075456301,397.1,27.3527908325,27.7953948975,20.36683796,34.1693443349,35.0
497,428.771247069,400.789,27.7344665527,28.0585098267,20.36683796,32.8033204033,34.29
498,432.122493585,404.699,28.1884765625,28.3371276855,20.36683796,31.4603775866,32.87
499,436.418440342,409.819,28.3217926025,28.5887336731,20.36683796,32.9324028916,30.15
500,439.757116636,414.09,28.6379547119,28.7597389221,20.36683796,31.4924085501,28.91
501,443.096706867,419.949,28.707736969,28.8052005768,20.36683796,28.8761185381,27.74
502,446.443656286,425.009,28.4912376404,28.7275924683,20.36683796,27.7328790402,25.71
503,449.798213641,429.91,28.464717865,28.6537284851,20.36683796,26.6798020908,24.86
504,453.133926392,434.729,28.3974227905,28.5848503113,20.36683796,25.7454048249,24.11
505,456.477313042,439.449,28.0513954163,28.4855327606,20.36683796,24.9122360426,23.46
506,459.817706744,443.979,28.1856651306,28.4190864563,20.36683796,24.1779077314,22.91
507,463.172776699,448.36,28.1780700684,28.3036613464,20.36683796,23.5424631194,22.45
508,466.81347688,453.789,27.7495288849,28.1269054413,20.36683796,22.5183898184,21.79
509,470.172406832,458.77,27.5128860474,27.8498001099,20.36683796,21.8622037767,21.61
510,474.056100051,462.36,27.198097229,27.6649703979,20.36683796,21.6706641766,21.89
511,477.394677003,466.47,27.2578620911,27.5419120789,20.36683796,21.5070235094,21.7
512,480.792373021,469.55,26.8701820374,27.308971405,20.36683796,21.5150035511,21.58
513,484.23968633,472.509,26.466917038,27.1215057373,20.36683796,21.4780845546,21.52
514,487.979579767,475.319,26.5751132965,26.949005127,20.36683796,21.4197005023,21.53
515,491.56790336,478.77,26.0567512512,26.6564598083,20.36683796,21.1822231749,21.33
516,495.153126717,481.669,26.193862915,26.4735374451,20.36683796,21.0477326455,21.22
517,498.489876588,484.889,25.8710823059,26.0936965942,20.36683796,20.7000791976,21.12
518,498.932263454,487.47,25.2130737305,25.8267841339,20.36683796,20.5791432208,20.81
519,497.207741737,490.05,25.159072876,25.6000061035,20.36683796,20.5057046528,20.74
520,495.437181791,492.09,24.5331478119,25.1379432678,20.36683796,20.4579699485,20.69
521,493.753406604,493.59,23.8507156372,24.569355011,20.36683796,20.1407391875,20.66
522,491.988941828,493.66,23.5059280396,23.9401016235,20.36683796,20.0841659002,20.36
523,490.190629959,492.83,23.1506023407,23.4062976837,20.36683796,20.0264945073,20.31
524,488.502868414,491.06,22.5350875854,22.8222885132,20.36683796,19.6458006669,20.26
525,486.637283166,489.289,21.9071426392,22.4132213593,20.36683796,20.6794611007,19.9
526,484.966260195,487.33,21.9082832336,22.2340927124,20.36683796,20.6301363804,19.84
527,483.295675119,485.4,21.5862960815,22.1127681732,20.36683796,20.5824177093,19.78
528,481.625476678,483.59,21.3706474304,21.9127960205,20.36683796,20.5284184724,19.71
529,479.955579837,481.91,21.2798080444,21.8025608063,20.36683796,20.4884326584,19.66
530,478.282996813,482.65,20.8685836792,21.1670722961,14.29639876,14.092799493,19.63
531,476.614083449,488.759,18.224193573,18.1603736877,14.29639876,13.6684035568,15.0
532,474.934053421,493.289,14.1685857773,13.8924427032,14.29639876,13.6914858196,15.0
533,473.206296762,496.52,11.4400997162,11.5788640976,14.29639876,13.8330146313,15.0
534,471.191888253,499.18,9.36850070953,9.75539398193,14.29639876,13.9348613073,15.0
535,469.521891673,500.77,8.52258300781,8.83529853821,14.29639876,14.1278946416,15.0
536,467.522731622,501.34,8.13442897797,8.64398670197,14.29639876,14.3919741805,15.0
537,465.508843263,501.37,9.11932563782,9.47684001923,14.29639876,14.5214298152,15.0
538,463.818213542,500.09,11.0103530884,11.349489212,14.29639876,14.5738376622,15.0
539,461.826769908,498.62,12.3729219437,12.5508642197,14.29639876,14.6654405817,15.0
540,460.113481681,497.18,13.2944879532,13.5315999985,14.29639876,14.6167929926,15.0
541,458.238644997,496.11,13.5633201599,13.8532485962,14.29639876,15.0241936486,15.0
542,456.567988396,494.86,13.5097503662,14.090297699,14.29639876,15.0375425951,15.0
543,454.896416664,493.41,14.1146917343,14.4309282303,14.29639876,15.0414610222,15.0
544,453.226026694,491.819,14.4136257172,14.7905540466,14.29639876,15.0426201606,15.0
545,451.553376516,489.94,14.8021850586,15.1804141998,14.29639876,15.0412185172,15.0
546,449.886028369,487.27,15.3685054779,15.8292160034,14.29639876,14.9643104898,15.0
547,448.203301827,485.19,16.2066612244,16.3759727478,14.29639876,14.9383723829,15.0
548,446.522791783,483.46,16.481552124,16.6344509125,14.29639876,14.9080003319,15.0
549,444.805494944,481.949,16.5322856903,16.7047042847,14.29639876,14.8699475086,15.0
550,442.922638257,479.97,16.4956264496,16.754655838,14.29639876,14.7280776842,15.0
551,441.230831544,478.319,16.4661655426,16.8375682831,14.29639876,14.6752866515,15.0
552,439.181981881,476.19,16.729019165,16.9637393951,14.29639876,14.4728627188,15.0
553,437.511631648,474.31,16.7770709991,17.0916156769,14.29639876,14.4000497341,15.0
554,435.819996595,471.509,17.1401157379,17.5061264038,14.29639876,14.1423722137,15.0
555,434.079130093,469.47,17.5788021088,17.7871112823,14.29639876,14.0203738742,15.0
556,432.266026735,467.68,17.4004058838,17.8500709534,14.29639876,13.8730091034,15.0
557,430.546499888,465.69,17.4395275116,17.8744983673,14.29639876,13.7155779565,15.0
558,428.861836592,462.93,17.9214096069,18.0945301056,14.29639876,13.3102083496,15.0
559,427.020345132,460.77,17.9523944855,18.2854404449,14.29639876,13.1651543652,15.0
560,425.352038542,458.669,18.1547241211,18.3931331635,14.29639876,13.0261812486,15.0
561,423.682511648,455.68,18.5287284851,18.519536972,14.29639876,12.6437742591,15.0
562,421.988911629,453.169,18.6294116974,18.893913269,14.29639876,12.5291269642,15.0
563,420.115675131,450.789,18.8621139526,19.1048679352,14.29639876,12.4024648298,15.0
564,418.391100168,448.65,18.9558296204,19.2446060181,14.29639876,12.2516960777,15.0
565,416.676743428,446.46,18.6704559326,19.1773319244,14.29639876,11.6899457751,15.0
566,414.781031609,444.78,18.7493133545,19.0053157806,14.29639876,12.5704377893,15.0
567,413.108834823,442.93,18.7759838104,18.904296875,14.29639876,12.3422818113,15.0
568,411.388548215,440.63,18.6518669128,18.8502635956,14.29639876,11.7432306624,15.0
569,409.703110059,438.58,18.7883663177,18.869852066,14.29639876,11.4353392883,15.0
570,407.934943438,436.449,18.5931358337,18.9254245758,14.29639876,11.1021955519,15.0
571,406.266440153,433.56,18.7397575378,19.0374717712,14.29639876,10.2975159142,15.0
572,404.599055052,431.55,18.7819671631,19.1625671387,14.29639876,9.89557598863,15.0
